CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
2932.58,,,11168.07,3.20,11164.87,977.65,730.71,-13.54,15792.27,,,,,,13738.62,9792.31,3946.32,,,,,,3946.32,2218.56,1222.50,996.07,,,347.24,347.24,21081.90,,,,1424.49,,,328.90,,4.78,115.93,,,6357.84,8231.93,6855.31,,,,347.13,7202.43,,,,,,,,,,,,5647.53,5647.53,,5647.53,21081.90,20151,M6,Amerijet International,M6,Amerijet International,06052,D,1,1,2001,4
3218.00,,,8395.00,,8395.00,,3071.00,6805.00,21489.00,,,,,67513.00,635.00,17151.00,50997.00,,,,,,50997.00,2203.00,416.00,1787.00,,,15390.00,15390.00,89663.00,2594.00,11800.00,,6772.00,,,,,,,,,5555.00,26721.00,43177.00,,,,,43177.00,9836.00,,,9836.00,,,5.00,,5.00,11912.00,11917.00,-1988.00,9929.00,,9929.00,89663.00,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,2,2,2001,2
3315.00,,,25108.00,931.00,24177.00,,7810.00,,35302.00,,,,,75946.00,,36231.00,39715.00,,,,9463.00,5063.00,44115.00,,,,18393.00,,671.00,19064.00,98481.00,1836.00,14590.00,,33918.00,,,7535.00,,,2190.00,,,1431.00,61500.00,41300.00,,2860.00,,19586.00,63746.00,,,,,,,12.00,,12.00,24119.00,24131.00,-38039.00,-13908.00,12857.00,-26765.00,98481.00,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,06930,D,2,2,2001,3
3334.78,,7659.87,4364.56,886.89,11137.55,150.78,1365.06,501.00,16489.17,,466.61,,466.61,789417.52,5536.21,315656.35,479297.38,,5.31,6444.02,,,485746.70,4191.38,,4191.38,7520.84,257.95,4639.37,12418.16,519312.03,23306.63,,,49631.88,,,154.31,4551.53,3309.79,-2420.98,,,2336.04,80869.20,171184.69,59922.82,,,2228.11,233335.62,51970.86,,,51970.86,,,1.00,,1.00,72400.72,72401.72,80734.63,153136.35,,153136.35,519312.03,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,2001,1
3391.22,,580.53,25890.64,9386.72,17084.45,10153.72,1007.21,,31636.60,,281.48,,281.48,210688.35,8991.35,106806.37,112873.33,,,,,,112873.33,19652.50,,19652.50,1108.42,,5134.06,6242.47,170686.37,184.70,46919.96,,14272.27,1938.11,95.82,1339.78,444.00,6816.67,81.85,,,6598.88,78692.05,199381.25,,,19.99,,199401.24,,,,,,,0.03,,0.03,,0.03,-107406.94,-107406.91,,-107406.91,170686.37,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,06061,D,2,2,2001,2
3392.90,10116.66,4328.33,137828.66,7763.87,134393.12,-90770.96,-51408.67,,5723.05,,-173947.04,,-173947.04,352631.43,466527.62,398441.24,420717.80,,,8877.04,,,429594.84,,,,4738.28,,3688.83,8427.11,269797.96,3135.50,,,-93921.37,-12367.15,,33651.72,20494.31,,-1537.25,,,345560.06,295015.81,17233.31,,,14384.68,47143.82,78761.81,22324.81,,,22324.81,,,0.18,,0.18,498440.88,498441.06,-610824.15,-112383.09,13921.37,-126304.46,269797.96,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2001,3
3474.39,12604.28,6875.24,149444.38,7544.15,148775.47,-84185.36,-48574.86,,32093.92,,-173736.67,,-173736.67,401131.94,452686.32,422150.96,431667.30,,,640.16,,,432307.46,,,,2453.64,,2436.32,4889.96,295554.66,3197.23,,,-98743.37,3829.81,,26082.20,22894.29,,-1625.11,,,41291.72,-3073.23,19005.46,,,13788.22,39158.40,71952.07,24233.84,,,24233.84,,,0.18,,0.18,353262.88,353263.06,-132077.70,221185.36,18743.37,202441.99,295554.66,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2001,4
3520.82,,,17300.45,719.22,16581.23,1020.94,1716.61,4.89,22844.49,,,,,94766.34,19094.73,46874.00,66987.07,,,624.92,,,67611.99,2011.48,953.68,1057.81,,,458.00,458.00,91972.28,7336.74,,,13374.01,,,939.11,,44.38,272.04,,,5118.86,27085.14,49198.81,,,,358.14,49556.95,,,,,,,0.50,,0.50,5.68,6.18,15324.02,15330.20,,15330.20,91972.28,20151,M6,Amerijet International,M6,Amerijet International,06052,D,1,1,2001,1
3532.74,1000.00,2083.40,6633.06,447.85,8268.61,3623.52,13572.64,9118.79,39116.30,,,,,248813.54,5169.48,118233.42,135749.60,,,,,,135749.60,,,,13009.75,,4803.79,17813.54,192679.44,,,,32122.41,,1010.48,1598.64,863.61,,,,,20683.16,56278.31,90000.00,,,,3467.98,93467.98,,,,,0.02,,0.26,,0.28,103772.00,103772.28,-60839.13,42933.16,,42933.16,192679.45,20193,GR,Gemini Air Cargo Airways,GR,Gemini Air Cargo Airways,06510,D,2,2,2001,3
3601.00,,,16026.00,,16026.00,,8249.00,,27876.00,,,,,87673.00,,41519.00,46154.00,,,,,,46154.00,,,,18002.00,,723.00,18725.00,92755.00,1943.00,,11349.00,23495.00,,,8336.00,,,2072.00,,,8216.00,55411.00,41740.00,,2861.00,,17607.00,62208.00,,,,,,,12.00,,12.00,24072.00,24084.00,-36123.00,-12039.00,12825.00,-24864.00,92755.00,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,06930,D,2,2,2001,2
3779.55,,,12359.90,,12359.90,3395.13,3796.09,,23330.66,,,,,76200.61,10506.20,48136.33,38570.48,,,2344.53,,,40915.01,,,,,,5804.07,5804.07,70049.74,3587.50,2734.00,6061.07,42920.26,,,1681.42,2356.53,448.59,851.67,,23240.58,18725.61,102607.22,17788.00,,,,11787.58,29575.58,,,,,,,0.53,,0.53,-7230.50,-7229.96,-54903.10,-62133.06,,-62133.06,70049.74,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,06795,D,2,2,2001,1
4128.86,122441.32,,195690.88,761.59,194929.29,50600.41,23155.09,-11444.60,383810.38,,,,,1040333.47,107461.29,431509.54,716285.22,,,,,,716285.22,,,,,,105327.96,105327.96,1205423.56,108904.73,,132828.65,,,,11543.53,12799.81,7508.62,240258.30,,101277.65,20987.18,636108.47,380002.36,,,,,380002.36,53941.65,,43067.12,97008.77,,,1.00,,1.00,,1.00,92302.96,92303.96,,92303.96,1205423.56,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,06048,D,3,3,2001,1
4230.90,,,12468.60,850.00,11618.60,988.20,983.69,11.10,17832.49,,,,,95186.07,18737.95,50139.18,63784.84,,,92.65,,,63877.49,2182.67,1029.11,1153.57,363.33,,,363.33,83226.87,,,,7666.47,,,244.68,,58.59,275.78,,,6725.48,14971.00,60780.27,,,,358.14,61138.41,,,,,,,0.50,,0.50,5.68,6.18,7111.28,7117.46,,7117.46,83226.87,20151,M6,Amerijet International,M6,Amerijet International,06052,D,1,1,2001,2
4260.00,,,6431.00,83.00,6348.00,25.00,138.00,,10771.00,709.00,,2100.00,2809.00,37659.00,1116.00,8745.00,30030.00,,1137.00,,,,31167.00,,,,61.00,,,61.00,44808.00,2048.00,,,1715.00,531.00,,453.00,309.00,188.00,111.00,,,4034.00,9389.00,31821.00,,,,,31821.00,,,,,,,1.00,,1.00,22900.00,22901.00,-19303.00,3598.00,,3598.00,44808.00,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2001,4
4542.41,,,35590.73,1593.91,33996.81,5778.67,478.51,,44796.41,,,,,75790.60,12407.10,25580.63,62617.07,,,,,,62617.07,,,,,,15091.49,15091.49,122504.96,48787.95,,,25532.94,,,,,,,,,83997.21,158318.11,75461.61,,,,,75461.61,,,,,,,30.00,,30.00,9600.00,9630.00,-120904.76,-111274.76,,-111274.76,122504.96,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,2,2,2001,2
4563.86,6024.67,,4385.35,,4385.35,51.66,387.84,,15413.38,,,6257.08,6257.08,,5234.63,1749.02,3485.61,,,,,,3485.61,,,,,,63.73,63.73,25219.79,,,,6255.71,25.65,,513.81,,,226.25,,6216.92,368.80,13607.14,,,,,,,,,,,,,1.00,,1.00,4687.57,4688.57,6924.08,11612.65,,11612.65,25219.79,20377,X9,Omni Air International LLC,X9,Omni Air Express,06738,D,1,1,2001,2
4653.40,,17.93,15375.12,350.00,15043.05,,330.06,2538.54,22565.06,,,,,110239.68,13123.73,69036.25,54327.16,,,,258.41,,54585.57,3533.29,1124.65,2408.64,,,4959.97,4959.97,84519.24,9845.00,9000.00,,7499.36,,,428.51,450.00,866.43,-2797.32,,,368.89,25660.88,75180.00,,,,,75180.00,6740.17,,,6740.17,,,4.82,,4.82,-52671.42,-52666.60,29604.80,-23061.81,,-23061.81,84519.24,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,2,2,2001,2
4682.99,,,4599.83,398.23,4201.60,1529.76,2246.24,1317.11,13977.70,,,,,3615.11,17669.45,11628.08,9656.48,,,,,,9656.48,,,,4727.48,,4130.10,8857.58,32491.76,,8747.08,,27611.75,,483.75,1228.39,823.62,99.07,223.83,,9042.26,8135.40,56395.15,,,,,207.57,207.57,,,,,0.59,589.86,43.10,,43.69,104187.03,104230.72,-128341.68,-24110.96,,-24110.96,32491.76,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,2,2,2001,3
4782.00,,,3706.00,755.00,2951.00,47.00,824.00,198.00,8802.00,605.00,,2351.00,2956.00,35777.00,1089.00,6831.00,30035.00,,1326.00,,,,31361.00,,,,66.00,,5.00,71.00,43190.00,5507.00,,,752.00,825.00,,161.00,145.00,497.00,38.00,,,1858.00,9783.00,22926.00,,,,,22926.00,1306.00,,,1306.00,,,1.00,,1.00,21485.00,21486.00,-12311.00,9175.00,,9175.00,43190.00,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2001,2
4839.31,8982.29,,5627.29,,5627.29,,375.92,,19824.80,,,,,13042.32,3318.54,3979.28,12381.58,,,,,,12381.58,,,,,,8169.40,8169.40,40375.78,,,,11827.60,,,1829.26,625.75,-0.64,1473.01,,8982.29,9513.34,34250.61,2560.24,,,,,2560.24,-4547.14,,,-4547.14,,,,,,2041.40,2041.40,6070.66,8112.07,,8112.07,40375.78,20204,MG,Champion Air,MG,Champion Air,06729,D,2,2,2001,2
4921.06,,2158.26,19698.79,2782.50,19074.55,,3002.74,14962.34,41960.69,,,,,177978.09,3428.11,69154.57,112251.63,,,,,,112251.63,,,,14464.06,,1764.18,16228.24,170440.56,90000.00,,,34586.98,,,1966.69,1835.99,939.55,813.87,,,30981.52,161124.60,,,,,8099.73,8099.73,,,,,0.02,,0.26,,0.28,105071.54,105071.82,-102075.08,2996.74,1780.51,1216.23,170440.56,20193,GR,Gemini Air Cargo Airways,GR,Gemini Air Cargo Airways,06510,D,2,2,2001,4
5217.69,,18.43,17050.07,350.00,16718.51,,1342.06,1729.72,25007.98,,,,,109212.92,12841.78,64301.11,57753.59,,,489.34,,,58242.93,3343.01,998.44,2344.57,,,5249.82,5249.82,90845.31,9621.25,6500.00,,6670.78,,,840.36,450.00,1896.66,-446.97,,,303.89,25835.96,77641.25,,,,,77641.25,6518.58,,,6518.58,,,4.82,,4.82,-52671.42,-52666.60,33516.12,-19150.48,,-19150.48,90845.31,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,2,2,2001,1
5343.19,,,23879.93,2666.16,21213.77,10402.02,4146.88,6394.92,47500.78,2421.92,914.67,2405.40,5741.99,52173.51,22670.73,32781.58,42062.66,,,1505.87,10304.60,596.95,53276.19,,,,38893.35,8364.55,843.90,48101.80,154620.74,243.97,,,38615.68,,770.15,2670.20,6037.93,129.38,-3321.71,-1.03,52091.23,6988.34,104224.13,,13957.00,13483.11,8689.97,-5942.13,30187.95,13910.81,,1762.13,15672.95,42.17,32.39,2487.33,,2529.50,6999.51,9529.00,-4993.28,4535.72,,4535.72,154620.74,19678,AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,05045,D,2,2,2001,2
5620.41,,17.93,8958.19,318.25,8657.87,,767.02,496.21,15541.52,,,,,110316.31,13122.98,77231.88,46207.41,,,285.23,,,46492.64,3553.19,1332.60,2220.60,,,4446.47,4446.47,68701.22,13648.75,9000.00,,3731.51,,,412.90,425.00,1368.97,-4933.48,,,130.27,23783.91,68915.00,,,,93.75,69008.75,6087.97,,,6087.97,,,4.82,,4.82,-52671.42,-52666.60,22487.19,-30179.42,,-30179.42,68701.22,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,2,2,2001,4
5754.49,,,5270.74,500.56,4770.18,2865.47,1740.21,1438.14,16568.51,,,,,3615.11,16312.93,12052.23,7875.82,,,,,,7875.82,,,,4579.58,,3716.45,8296.03,32740.35,,8349.06,,29657.22,,274.91,921.32,814.64,767.44,308.74,,13454.70,6872.37,61420.39,,,,151.94,202.86,354.80,,,,,0.59,589.86,43.10,,43.69,104187.03,104230.72,-133265.55,-29034.83,,-29034.83,32740.35,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,2,2,2001,4
5938.00,,,3155.00,860.00,2295.00,36.00,609.00,198.00,9076.00,670.00,,2410.00,3080.00,35925.00,1063.00,7730.00,29258.00,,1439.00,,,,30697.00,,,,66.00,,,66.00,42919.00,6223.00,,,988.00,538.00,,124.00,145.00,780.00,38.00,,,1880.00,10716.00,26034.00,,,,,26034.00,1306.00,,,1306.00,,,1.00,,1.00,21485.00,21486.00,-16623.00,4863.00,,4863.00,42919.00,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06165,D,1,1,2001,3
6131.00,,,10356.00,,10356.00,,2950.00,24899.00,44336.00,,,,,40749.00,609.00,13385.00,27973.00,,,,,,27973.00,2010.00,477.00,1533.00,,,15230.00,15230.00,89072.00,2745.00,11800.00,,7041.00,,,,,,,,,4733.00,26319.00,43219.00,,,,,43219.00,9821.00,,,9821.00,,,5.00,,5.00,11912.00,11917.00,-2204.00,9713.00,,9713.00,89072.00,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,2,2,2001,3
6487.65,,,13323.62,,13323.62,3509.49,1701.53,,25022.28,,,,,66555.23,14667.57,44571.64,36651.16,,,1644.00,,,38295.16,,,,,,6779.40,6779.40,70096.85,3752.00,4001.62,5991.57,50052.25,,,1592.01,2416.53,906.54,981.30,,34225.66,23582.61,127502.08,15842.00,,,,12253.93,28095.93,,,,,,,0.53,,0.53,-7230.50,-7229.96,-78271.20,-85501.16,,-85501.16,70096.85,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,06795,D,2,2,2001,3
6753.36,,,2629.31,,2629.31,,881.58,-173.46,10090.78,,,,,10589.23,7269.35,17164.38,694.20,,,,,,694.20,,,,,,,,10784.98,,,9975.60,,,314.94,,,3.63,,,,,10294.17,,,,,,,,,,,,,0.66,,0.66,,0.66,490.16,490.82,,490.82,10784.98,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06790,D,2,2,2001,3
7327.03,14644.85,,5958.00,125.00,5833.00,,5342.22,13747.23,46894.32,,,,,132495.16,13777.58,34069.03,112203.70,,,,,,112203.70,,,,,,12913.91,12913.91,172011.93,14550.33,,,23873.18,,,9966.56,,,,,34318.19,25373.07,108081.34,70198.02,,,,,70198.02,,,1208.03,1208.03,,,6.00,,6.00,5037.01,5043.01,-12518.46,-7475.46,,-7475.46,172011.93,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2,2,2001,3
7334.40,179708.94,,287865.00,1078.52,286786.48,45843.98,15256.60,152851.11,687781.52,,,,,312411.55,112858.14,126014.77,299254.92,,,,,,299254.92,,,,,,153951.60,153951.60,1140988.04,5820.00,,132828.65,,,,7156.47,13684.17,8821.95,281324.93,,84209.73,142233.04,676078.94,373533.09,,,,,373533.09,12712.75,,58400.32,71113.07,,,1.00,,1.00,,1.00,20261.95,20262.95,,20262.95,1140988.04,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,06048,D,3,3,2001,4
7462.94,5935.32,,323.05,,323.05,,251.40,,13972.70,,,,,14786.64,4240.33,5284.70,13742.27,,,,,,13742.27,,,,,,8008.09,8008.09,35723.06,,,,16103.10,,,1565.43,632.63,,-868.66,,5128.84,6232.76,28794.09,,,,,,,-654.47,,,-654.47,,,,,,2041.40,2041.40,5542.03,7583.44,,7583.44,35723.06,20204,MG,Champion Air,MG,Champion Air,06729,D,2,2,2001,4
7919.82,,,3594.77,64.00,3530.77,,2318.63,411.09,14180.31,,,,,2394.46,1096.48,1882.58,1608.35,,,,,,1608.35,,,,,,3074.23,3074.23,18862.89,,,,7581.89,,,1378.53,,,26.95,,3077.25,,12064.62,,,,,,,,,,,299.60,,239.68,,539.28,,539.28,6258.99,6798.27,,6798.27,18862.89,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,2001,2
8399.39,,,3186.62,59.00,3127.62,,2668.57,411.09,14606.67,,,,,2394.46,1014.22,1762.58,1646.09,,,,,,1646.09,,,,,,3447.03,3447.03,19699.79,,,,10163.77,,,1537.50,,,337.94,,752.05,,12791.26,,,,,,,,,,,299.60,,239.68,,539.28,,539.28,6369.25,6908.53,,6908.53,19699.79,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,2001,1
8641.82,,17.93,12743.75,350.00,12411.68,,844.74,1359.51,23257.76,,,,,109835.11,13123.73,74210.63,48748.21,,,354.91,,,49103.12,3535.83,1228.31,2307.51,,,4703.22,4703.22,79371.60,10516.25,9000.00,,7684.96,,,752.78,500.00,1816.18,-1932.55,,,419.35,28756.98,72047.50,,,,,72047.50,6087.97,,,6087.97,,,4.82,,4.82,-52671.42,-52666.60,25145.76,-27520.84,,-27520.84,79371.60,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,2,2,2001,3
8650.67,1000.00,,16475.71,685.10,15790.61,3411.32,8625.93,365.36,37843.89,,,,,241931.87,5134.76,112852.05,134214.58,,,,,,134214.58,,,,12735.27,,3011.24,15746.51,187804.98,,,,26034.81,,,1534.37,1569.11,983.22,,,,14346.59,44468.10,90000.00,,,,3763.86,93763.86,,,,,0.02,,0.26,,0.28,103144.52,103144.80,-53571.78,49573.02,,49573.02,187804.98,20193,GR,Gemini Air Cargo Airways,GR,Gemini Air Cargo Airways,06510,D,2,2,2001,2
8662.46,99885.97,,206527.42,-657.44,207184.86,53729.65,20615.58,-14351.75,375726.75,,27900.00,,27900.00,998565.77,110305.18,410752.97,698117.98,,,,,,698117.98,,,,,,103521.07,103521.07,1205265.80,120947.16,,132828.65,,,,14229.75,13202.82,12511.97,232288.46,,86472.16,21735.17,634216.14,382063.20,,,,,382063.20,54284.40,,39861.68,94146.08,,,1.00,,1.00,,1.00,94839.39,94840.39,,94840.39,1205265.80,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,06048,D,3,3,2001,2
8820.77,,,65835.19,3461.19,62373.99,3178.24,844.59,,75217.59,,,,,9444.32,3662.27,286.97,12819.62,,,,,,12819.62,,,,,,74099.84,74099.84,162137.05,20000.00,,,18349.34,54166.30,,,,,,,,,92515.64,20000.00,,,,,20000.00,,,,,,,,,,44000.00,44000.00,5621.41,49621.41,,49621.41,162137.05,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,2,2,2001,4
9501.92,1298.91,11.68,162774.01,129441.54,33344.16,119105.87,235950.18,4185.00,403386.03,,45494.73,,45494.73,397726.42,45908.82,32787.53,410847.71,129.68,,9464.84,222441.71,5038.30,637845.65,,,,,,1168263.52,1168263.52,2254989.92,,,,790306.05,58079.28,17269.79,92285.29,71181.14,7870.86,-50489.84,,273627.14,211273.87,1471403.57,,,,228054.75,647454.98,875509.72,,,1196.19,1196.19,,,,,,,,-93119.56,-93119.56,,-93119.56,2254989.92,20211,TW,Trans World Airways LLC,TW,Trans World Airways LLC,06757,D,3,3,2001,3
9602.78,,,36172.22,1646.34,34525.88,6089.11,322.07,,50539.85,,,,,74244.36,12839.81,24091.83,62992.33,,,,,,62992.33,,,,,,16117.37,16117.37,129649.55,,,,,27029.69,,,,,,,,129823.91,156853.60,50902.16,,,,,50902.16,,,,,,,30.00,,30.00,9600.00,9630.00,-87736.20,-78106.20,,-78106.20,129649.55,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,2,2,2001,1
10130.63,110899.47,,28824.24,2010.63,26813.61,5321.00,18799.01,4516.34,176480.05,813.09,7848.71,287.15,8948.95,20993.91,40224.02,28294.84,32923.08,,,5212.55,5022.17,2659.23,40498.57,,,,35640.50,,53152.36,88792.86,314720.43,6662.46,,,54339.32,43.93,992.97,3551.64,11178.51,,804.89,,112411.64,38579.46,228564.81,10424.88,,,2289.16,29568.55,42282.59,12141.28,,,12141.28,,,412.76,,412.76,82481.50,82894.26,-51162.50,31731.76,,31731.76,314720.43,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,2001,3
10409.12,17527.28,,12868.58,525.00,12343.58,,3751.78,13536.06,57567.81,,,,,137365.33,13902.19,37836.39,113431.14,,,,,,113431.14,,,,,,11267.54,11267.54,182266.49,9035.78,,,27607.89,,,9656.73,,,,,43365.63,33814.53,123480.55,72657.92,,,,,72657.92,,,1151.35,1151.35,,,6.00,,6.00,5037.01,5043.01,-20066.33,-15023.33,,-15023.33,182266.49,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2,2,2001,4
10623.40,,,15453.67,562.61,14891.05,4712.04,6675.62,,36902.12,,,36468.59,36468.59,59317.14,10737.91,26274.29,43780.76,,,808.48,,,44589.24,,,,,,,,117959.94,44754.90,,,37610.26,65585.33,,1213.05,1770.16,315.13,1832.24,,26616.67,11301.29,190999.02,7059.29,,,,,7059.29,,,,,,,12.60,,12.60,49184.77,49197.36,-129295.73,-80098.37,,-80098.37,117959.94,20176,N7,National Airlines,N7,National Airlines,06737,D,2,2,2001,4
10715.00,,,16889.00,,16889.00,,5256.00,,32860.00,,,,,99215.00,,43556.00,55659.00,,,,,,55659.00,1204.00,,1204.00,17074.00,,674.00,17748.00,107471.00,3283.00,,16606.00,22631.00,,,7996.00,,,1870.00,,,4984.00,57370.00,48224.00,,2860.00,,15504.00,66588.00,,,,,,,12.00,,12.00,24026.00,24038.00,-27589.00,-3551.00,12936.00,-16487.00,107471.00,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,06930,D,2,2,2001,1
10934.64,,,3999.97,85.76,3914.21,,2366.62,463.67,17679.14,,,,,2400.21,1128.44,2146.08,1382.57,,,,,,1382.57,,,,,,3049.63,3049.63,22111.35,,,,7747.33,,,928.39,,,1983.89,,1489.98,,12149.58,,,,,,,,,,,299.60,,239.68,,539.28,,539.28,9422.48,9961.76,,9961.76,22111.35,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,2001,4
10944.25,,,3603.60,69.00,3534.60,,674.61,465.24,15618.70,,,,,2400.21,1128.44,2002.58,1526.07,,,,,,1526.07,,,,,,3024.23,3024.23,20168.99,,,,9428.92,,,1400.35,,,615.21,,985.86,,12430.35,,,,,,,,,,,299.60,,239.68,,539.28,,539.28,7199.37,7738.65,,7738.65,20168.99,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,2001,3
11186.20,,,27518.91,2.37,27516.54,9529.23,5565.70,,53797.67,,2437.86,960.00,3397.86,,1376.62,1118.13,258.49,,,,,,258.49,,,,1337.44,,46038.15,47375.58,104829.60,,,,24568.77,1069.40,,10168.71,4624.39,,952.45,,60.47,1445.52,42889.71,,,,,50345.59,50345.59,,,8352.33,8352.33,,,153.00,,153.00,838.12,991.12,2250.85,3241.97,,3241.97,104829.60,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2001,2
11318.65,,,20262.03,-100.97,20362.99,6089.42,13152.23,,50923.30,,,27157.27,27157.27,47571.09,10601.19,17323.24,40849.04,,,1852.47,,,42701.51,,,,,,,,120782.07,44630.97,,,36459.05,40690.00,,1045.10,1320.16,124.70,1899.47,,39429.10,5896.17,171494.71,6782.21,,,,2202.54,8984.75,,,,,,,12.60,,12.60,49184.77,49197.36,-108894.75,-59697.39,,-59697.39,120782.07,20176,N7,National Airlines,N7,National Airlines,06737,D,2,2,2001,2
12608.00,100.00,,1337.00,,1337.00,,3373.00,4937.00,22355.00,,,,,25155.00,65576.00,7597.00,83134.00,,,,,,83134.00,,,,160.00,,,160.00,105649.00,,,,37812.00,4451.00,2099.00,,,,-71.00,,4801.00,366571.00,415663.00,12142.00,,,,,12142.00,2634.00,,,2634.00,,,152.00,,152.00,88304.00,88456.00,-413246.00,-324790.00,,-324790.00,105649.00,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,2001,4
12869.65,,,20569.43,184.45,20384.99,5920.68,11942.68,,51118.00,,,23173.40,23173.40,43290.24,10582.83,13370.35,40502.72,,,1894.28,,,42397.00,,,,,,,,116688.40,41950.36,,,41777.96,35985.54,,739.11,1145.16,115.00,1534.47,,38529.73,4025.61,165802.94,,,,,2202.54,2202.54,,,,,,,12.60,,12.60,49184.77,49197.36,-100514.43,-51317.07,,-51317.07,116688.40,20176,N7,National Airlines,N7,National Airlines,06737,D,2,2,2001,1
12969.85,,,3228.76,,3228.76,351.02,851.71,,17401.33,,,,,10545.32,7259.71,17055.35,749.68,,,,,,749.68,,,,,,,,18151.01,,,,17878.61,,,,,,4.12,,,,17882.72,,,,,,,,,,,,,0.66,,0.66,,0.66,267.63,268.29,,268.29,18151.01,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06790,D,2,2,2001,2
